Subject,Gender,Vowel,Max_Formant
subj3,m,u,4052.6315789473683
subj60,m,o,4052.6315789473683
subj63,m,u,3421.0526315789475
subj35,f,a,5947.368421052632
subj42,f,e,5526.315789473684
subj57,m,o,3631.578947368421
subj76,m,o,4473.684210526316
subj80,m,i,6368.421052631578
subj55,m,o,4684.210526315789
subj76,m,e,5315.78947368421
subj29,m,o,4263.157894736842
subj36,f,i,6368.421052631578
subj39,f,e,6157.894736842105
subj67,m,o,4473.684210526316
subj68,m,e,5315.78947368421
subj13,f,a,5315.78947368421
subj18,f,u,4052.6315789473683
subj79,m,o,3631.578947368421
subj3,m,u,4684.210526315789
subj6,f,u,5315.78947368421
subj21,f,o,4684.210526315789
subj76,m,u,4473.684210526316
subj38,f,u,5736.842105263158
subj50,f,i,6368.421052631578
subj42,f,o,4052.6315789473683
subj73,m,u,4052.6315789473683
subj18,f,u,5315.78947368421
subj15,m,i,4263.157894736842
subj26,f,a,5947.368421052632
subj73,m,o,3842.1052631578946
subj54,m,a,4894.736842105263
subj27,f,u,5105.263157894737
subj10,f,e,7000.0
subj63,m,i,5736.842105263158
subj48,f,i,5315.78947368421
subj11,m,o,3631.578947368421
subj9,m,u,4052.6315789473683
subj75,m,e,5315.78947368421
subj63,m,u,4684.210526315789
subj7,f,i,3210.5263157894738
subj34,f,u,5526.315789473684
subj68,m,e,5526.315789473684
subj33,f,u,4684.210526315789
subj51,f,e,6789.473684210527
subj71,m,u,3842.1052631578946
subj19,f,i,4684.210526315789
subj50,f,e,5315.78947368421
subj64,m,e,4052.6315789473683
subj50,f,i,5947.368421052632
subj45,f,o,5105.263157894737
subj57,m,a,3842.1052631578946
subj46,f,o,5526.315789473684
subj79,m,u,6368.421052631578
subj61,m,e,5105.263157894737
subj30,f,e,5947.368421052632
subj49,f,u,4052.6315789473683
subj46,f,u,5315.78947368421
subj21,f,u,5105.263157894737
subj29,m,o,4473.684210526316
subj64,m,u,3842.1052631578946
subj24,m,e,4052.6315789473683
subj11,m,u,3631.578947368421
subj6,f,i,6789.473684210527
subj79,m,a,4052.6315789473683
subj64,m,a,4894.736842105263
subj75,m,o,3842.1052631578946
subj74,m,u,4684.210526315789
subj38,f,e,6578.9473684210525
subj7,f,u,3631.578947368421
subj79,m,u,4263.157894736842
subj15,m,i,5736.842105263158
subj52,m,i,6157.894736842105
subj4,f,i,5315.78947368421
subj36,f,o,5736.842105263158
subj43,f,u,4894.736842105263
subj14,m,a,5526.315789473684
subj13,f,e,6157.894736842105
subj51,f,u,3842.1052631578946
subj8,f,e,5947.368421052632
subj28,f,i,6157.894736842105
subj80,m,a,4052.6315789473683
subj5,f,u,3631.578947368421
subj72,m,i,6789.473684210527
subj51,f,o,5736.842105263158
subj23,f,u,3631.578947368421
subj18,f,o,5947.368421052632
subj27,f,e,7000.0
subj16,f,a,6578.9473684210525
subj60,m,a,4473.684210526316
subj57,m,u,4473.684210526316
subj46,f,o,5105.263157894737
subj37,f,o,5736.842105263158
subj42,f,e,4894.736842105263
subj52,m,a,5315.78947368421
subj55,m,u,4473.684210526316
subj12,f,i,5315.78947368421
subj42,f,o,5315.78947368421
subj76,m,e,5315.78947368421
subj39,f,i,5315.78947368421
subj63,m,o,4684.210526315789
subj52,m,u,4684.210526315789
subj3,m,u,4684.210526315789
subj14,m,e,4684.210526315789
subj81,m,a,4263.157894736842
subj51,f,e,5105.263157894737
subj63,m,o,4684.210526315789
subj15,m,a,6368.421052631578
subj52,m,u,4052.6315789473683
subj74,m,o,4684.210526315789
subj4,f,i,5736.842105263158
subj81,m,i,5947.368421052632
subj27,f,a,6368.421052631578
subj56,m,a,5736.842105263158
subj61,m,u,3842.1052631578946
subj8,f,o,5105.263157894737
subj61,m,o,3842.1052631578946
subj6,f,o,4684.210526315789
subj66,m,e,5736.842105263158
subj80,m,u,4684.210526315789
subj79,m,i,3842.1052631578946
subj39,f,u,5526.315789473684
subj16,f,u,4684.210526315789
subj60,m,u,3631.578947368421
subj52,m,e,3842.1052631578946
subj78,m,e,6578.9473684210525
subj71,m,a,5526.315789473684
subj7,f,e,6578.9473684210525
subj26,f,o,5526.315789473684
subj41,f,e,6157.894736842105
subj42,f,u,6789.473684210527
subj67,m,e,5526.315789473684
subj49,f,u,5947.368421052632
subj68,m,o,4684.210526315789
subj24,m,i,4263.157894736842
subj76,m,e,5105.263157894737
subj58,m,a,3842.1052631578946
subj5,f,o,5105.263157894737
subj9,m,a,4473.684210526316
subj32,f,o,5315.78947368421
subj66,m,i,5105.263157894737
subj24,m,e,4684.210526315789
subj20,m,a,5315.78947368421
subj61,m,e,5736.842105263158
subj4,f,a,5526.315789473684
subj35,f,a,6157.894736842105
subj4,f,i,6157.894736842105
subj33,f,i,6578.9473684210525
subj69,m,i,5315.78947368421
subj28,f,e,5315.78947368421
subj30,f,a,5105.263157894737
subj75,m,u,4473.684210526316
subj80,m,e,4473.684210526316
subj2,f,o,5736.842105263158
subj20,m,i,5315.78947368421
subj32,f,e,6789.473684210527
subj77,m,o,5105.263157894737
subj12,f,a,4684.210526315789
subj18,f,o,5105.263157894737
subj39,f,u,5736.842105263158
subj52,m,i,5736.842105263158
subj3,m,e,4052.6315789473683
subj26,f,i,5947.368421052632
subj32,f,a,5736.842105263158
subj67,m,i,4263.157894736842
subj60,m,e,4894.736842105263
subj22,f,i,7000.0
subj47,f,a,5105.263157894737
subj25,f,o,4894.736842105263
subj23,f,u,5105.263157894737
subj29,m,o,4473.684210526316
subj67,m,u,4052.6315789473683
subj67,m,i,4263.157894736842
subj25,f,e,5947.368421052632
subj32,f,a,4473.684210526316
subj17,f,i,4684.210526315789
subj58,m,i,5105.263157894737
subj11,m,i,4684.210526315789
subj47,f,e,5105.263157894737
subj27,f,o,5105.263157894737
subj65,m,a,5315.78947368421
subj59,m,o,4684.210526315789
subj11,m,o,4473.684210526316
subj9,m,i,4052.6315789473683
subj72,m,o,4684.210526315789
subj57,m,e,3631.578947368421
subj37,f,o,5736.842105263158
subj66,m,u,3842.1052631578946
subj22,f,u,5526.315789473684
subj6,f,e,5105.263157894737
subj55,m,u,4473.684210526316
subj54,m,o,4473.684210526316
subj77,m,i,5315.78947368421
subj77,m,i,5947.368421052632
subj71,m,u,3631.578947368421
subj25,f,i,5947.368421052632
subj74,m,o,3842.1052631578946
subj62,m,a,4263.157894736842
subj24,m,i,4052.6315789473683
subj50,f,e,6368.421052631578
subj79,m,o,4894.736842105263
subj50,f,e,5315.78947368421
subj49,f,i,4894.736842105263
subj38,f,u,3000.0
subj2,f,o,5526.315789473684
subj68,m,a,5315.78947368421
subj19,f,a,6368.421052631578
subj33,f,e,6157.894736842105
subj61,m,o,4894.736842105263
subj53,m,e,4263.157894736842
subj24,m,e,3842.1052631578946
subj59,m,a,4263.157894736842
subj22,f,e,6157.894736842105
subj72,m,u,3631.578947368421
subj11,m,o,4473.684210526316
subj30,f,a,5736.842105263158
subj29,m,u,4684.210526315789
subj77,m,u,4473.684210526316
subj56,m,u,4473.684210526316
subj55,m,o,4894.736842105263
subj77,m,i,5736.842105263158
subj77,m,e,5736.842105263158
subj18,f,a,6578.9473684210525
subj40,f,i,5105.263157894737
subj46,f,o,5315.78947368421
subj53,m,e,5526.315789473684
subj59,m,i,4263.157894736842
subj61,m,o,3842.1052631578946
subj72,m,u,5315.78947368421
subj73,m,a,4473.684210526316
subj36,f,a,6368.421052631578
subj45,f,u,5105.263157894737
subj34,f,a,6578.9473684210525
subj54,m,e,4052.6315789473683
subj2,f,i,6368.421052631578
subj51,f,u,3631.578947368421
subj81,m,o,4894.736842105263
subj11,m,u,4052.6315789473683
subj54,m,u,4473.684210526316
subj2,f,o,5526.315789473684
subj44,f,a,6368.421052631578
subj31,m,o,4263.157894736842
subj57,m,e,5105.263157894737
subj59,m,u,3000.0
subj64,m,u,3842.1052631578946
subj68,m,a,5736.842105263158
subj37,f,e,3210.5263157894738
subj64,m,a,3842.1052631578946
subj73,m,e,4894.736842105263
subj36,f,e,6368.421052631578
subj48,f,e,6578.9473684210525
subj26,f,e,5947.368421052632
subj6,f,i,5315.78947368421
subj5,f,e,4684.210526315789
subj75,m,u,4473.684210526316
subj34,f,i,6157.894736842105
subj62,m,i,5736.842105263158
subj12,f,a,4684.210526315789
subj21,f,u,5315.78947368421
subj45,f,o,5105.263157894737
subj17,f,u,4894.736842105263
subj12,f,e,6157.894736842105
subj40,f,e,6157.894736842105
subj60,m,i,4684.210526315789
subj63,m,a,4473.684210526316
subj49,f,u,5315.78947368421
subj35,f,u,5315.78947368421
subj75,m,a,3842.1052631578946
subj52,m,e,4473.684210526316
subj68,m,e,5315.78947368421
subj12,f,u,5315.78947368421
subj56,m,i,5736.842105263158
subj34,f,i,5315.78947368421
subj46,f,u,5315.78947368421
subj10,f,i,5315.78947368421
subj11,m,a,4473.684210526316
subj23,f,i,5315.78947368421
subj19,f,o,4894.736842105263
subj31,m,o,4263.157894736842
subj33,f,a,6157.894736842105
subj74,m,a,3842.1052631578946
subj18,f,i,6789.473684210527
subj50,f,u,6789.473684210527
subj69,m,u,4684.210526315789
subj13,f,e,5105.263157894737
subj1,m,a,4473.684210526316
subj26,f,a,5736.842105263158
subj36,f,o,5736.842105263158
subj77,m,o,4263.157894736842
subj61,m,i,4684.210526315789
subj37,f,i,5736.842105263158
subj30,f,u,4473.684210526316
subj60,m,i,4894.736842105263
subj65,m,o,4684.210526315789
subj29,m,u,4684.210526315789
subj64,m,u,3842.1052631578946
subj71,m,i,3842.1052631578946
subj35,f,u,3631.578947368421
subj53,m,a,4263.157894736842
subj63,m,o,4052.6315789473683
subj22,f,a,6157.894736842105
subj16,f,o,5526.315789473684
subj53,m,u,4684.210526315789
subj47,f,e,5105.263157894737
subj22,f,u,5526.315789473684
subj27,f,a,6368.421052631578
subj9,m,i,5105.263157894737
subj51,f,o,4473.684210526316
subj76,m,a,4052.6315789473683
subj40,f,i,4894.736842105263
subj12,f,o,5105.263157894737
subj51,f,o,5526.315789473684
subj8,f,u,4684.210526315789
subj54,m,o,4263.157894736842
subj68,m,i,4894.736842105263
subj35,f,e,6368.421052631578
subj59,m,a,4052.6315789473683
subj45,f,e,6157.894736842105
subj34,f,a,5105.263157894737
subj38,f,e,6368.421052631578
subj64,m,e,4894.736842105263
subj40,f,o,5105.263157894737
subj13,f,a,5526.315789473684
subj60,m,u,3000.0
subj30,f,i,6157.894736842105
subj68,m,a,5315.78947368421
subj59,m,e,4263.157894736842
subj77,m,a,5526.315789473684
subj5,f,u,5315.78947368421
subj26,f,u,3842.1052631578946
subj66,m,o,6578.9473684210525
subj65,m,o,4684.210526315789
subj37,f,a,3631.578947368421
subj40,f,i,5105.263157894737
subj54,m,i,5526.315789473684
subj6,f,e,5947.368421052632
subj3,m,a,4473.684210526316
subj4,f,i,5526.315789473684
subj25,f,a,5947.368421052632
subj6,f,e,6157.894736842105
subj2,f,e,6157.894736842105
subj36,f,e,6157.894736842105
subj62,m,i,6157.894736842105
subj3,m,u,4894.736842105263
subj48,f,a,6368.421052631578
subj15,m,u,4473.684210526316
subj2,f,i,6368.421052631578
subj33,f,e,6157.894736842105
subj60,m,o,3842.1052631578946
subj25,f,u,4684.210526315789
subj54,m,i,4684.210526315789
subj44,f,e,6368.421052631578
subj9,m,u,3210.5263157894738
subj13,f,a,5736.842105263158
subj20,m,i,5105.263157894737
subj48,f,i,6578.9473684210525
subj42,f,a,4894.736842105263
subj71,m,u,4052.6315789473683
subj15,m,a,5736.842105263158
subj8,f,a,5736.842105263158
subj44,f,e,6368.421052631578
subj4,f,a,5526.315789473684
subj57,m,u,4263.157894736842
subj37,f,a,3842.1052631578946
subj48,f,i,4684.210526315789
subj66,m,e,5105.263157894737
subj53,m,e,4263.157894736842
subj33,f,o,5736.842105263158
subj70,m,u,3842.1052631578946
subj56,m,e,3842.1052631578946
subj30,f,u,3631.578947368421
subj76,m,i,4263.157894736842
subj19,f,u,5105.263157894737
subj11,m,o,4473.684210526316
subj47,f,a,4684.210526315789
subj28,f,u,3842.1052631578946
subj36,f,e,6157.894736842105
subj14,m,i,4684.210526315789
subj55,m,o,4052.6315789473683
subj68,m,o,4684.210526315789
subj53,m,o,4684.210526315789
subj66,m,o,3631.578947368421
subj20,m,i,4894.736842105263
subj64,m,u,4263.157894736842
subj65,m,u,4263.157894736842
subj67,m,a,5105.263157894737
subj62,m,o,4263.157894736842
subj42,f,u,3421.0526315789475
subj33,f,o,5736.842105263158
subj25,f,e,5315.78947368421
subj75,m,e,5526.315789473684
subj5,f,a,4684.210526315789
subj57,m,a,4684.210526315789
subj61,m,o,4263.157894736842
subj74,m,u,4684.210526315789
subj52,m,o,4052.6315789473683
subj72,m,e,4894.736842105263
subj18,f,e,5105.263157894737
subj62,m,u,3631.578947368421
subj4,f,e,5315.78947368421
subj11,m,o,3421.0526315789475
subj26,f,a,5947.368421052632
subj50,f,i,6368.421052631578
subj30,f,o,4684.210526315789
subj55,m,o,4894.736842105263
subj69,m,i,4052.6315789473683
subj64,m,i,3631.578947368421
subj29,m,e,5105.263157894737
subj21,f,e,5315.78947368421
subj64,m,e,4894.736842105263
subj5,f,e,4684.210526315789
subj45,f,e,6368.421052631578
subj71,m,a,5526.315789473684
subj8,f,i,5947.368421052632
subj26,f,u,4052.6315789473683
subj79,m,a,4894.736842105263
subj63,m,a,4263.157894736842
subj69,m,i,5315.78947368421
subj49,f,i,6157.894736842105
subj2,f,o,5736.842105263158
subj67,m,e,4894.736842105263
subj6,f,i,5315.78947368421
subj73,m,i,4684.210526315789
subj57,m,e,5526.315789473684
subj49,f,e,5526.315789473684
subj24,m,o,3631.578947368421
subj57,m,a,5105.263157894737
subj54,m,i,5315.78947368421
subj26,f,i,5315.78947368421
subj36,f,a,3421.0526315789475
subj63,m,u,3631.578947368421
subj78,m,o,4473.684210526316
subj15,m,o,4684.210526315789
subj16,f,u,5105.263157894737
subj71,m,i,4894.736842105263
subj49,f,i,4473.684210526316
subj52,m,a,5526.315789473684
subj37,f,o,5736.842105263158
subj81,m,o,4052.6315789473683
subj29,m,i,5315.78947368421
subj64,m,e,3842.1052631578946
subj35,f,a,5105.263157894737
subj19,f,a,5947.368421052632
subj45,f,u,5105.263157894737
subj11,m,a,4473.684210526316
subj74,m,e,5526.315789473684
subj27,f,i,5526.315789473684
subj13,f,a,5526.315789473684
subj74,m,i,5736.842105263158
subj36,f,e,6368.421052631578
subj4,f,o,5736.842105263158
subj50,f,u,4894.736842105263
subj51,f,i,5947.368421052632
subj74,m,o,4473.684210526316
subj31,m,o,4894.736842105263
subj4,f,o,5947.368421052632
subj75,m,i,4263.157894736842
subj62,m,a,5526.315789473684
subj57,m,o,4684.210526315789
subj34,f,o,5105.263157894737
subj38,f,i,6368.421052631578
subj3,m,i,4684.210526315789
subj36,f,e,6368.421052631578
subj44,f,e,6368.421052631578
subj40,f,a,5736.842105263158
subj17,f,e,5315.78947368421
subj2,f,i,6578.9473684210525
subj34,f,o,5105.263157894737
subj54,m,a,4894.736842105263
subj18,f,u,5736.842105263158
subj58,m,o,3842.1052631578946
subj30,f,a,5947.368421052632
subj39,f,e,7000.0
subj59,m,o,3842.1052631578946
subj53,m,e,5947.368421052632
subj25,f,a,5947.368421052632
subj2,f,i,5105.263157894737
subj70,m,a,4263.157894736842
subj46,f,e,6157.894736842105
subj37,f,e,6368.421052631578
subj47,f,i,5315.78947368421
subj33,f,u,5947.368421052632
subj8,f,o,5526.315789473684
subj54,m,a,5315.78947368421
subj3,m,i,5105.263157894737
subj49,f,e,6578.9473684210525
subj49,f,a,5315.78947368421
subj51,f,u,5105.263157894737
subj20,m,i,5105.263157894737
subj28,f,o,4894.736842105263
subj17,f,i,3000.0
subj1,m,u,4684.210526315789
subj67,m,i,4894.736842105263
subj12,f,o,5315.78947368421
subj47,f,u,4263.157894736842
subj69,m,a,5105.263157894737
subj40,f,i,5315.78947368421
subj1,m,a,5526.315789473684
subj23,f,a,6368.421052631578
subj76,m,i,4052.6315789473683
subj60,m,e,5526.315789473684
subj21,f,e,5947.368421052632
subj31,m,i,5315.78947368421
subj18,f,a,4894.736842105263
subj19,f,a,5315.78947368421
subj44,f,i,5315.78947368421
subj55,m,e,4052.6315789473683
subj57,m,o,4263.157894736842
subj7,f,e,6789.473684210527
subj43,f,a,5105.263157894737
subj2,f,i,7000.0
subj2,f,u,5315.78947368421
subj78,m,e,5315.78947368421
subj44,f,o,5105.263157894737
subj68,m,o,4473.684210526316
subj19,f,u,5736.842105263158
subj15,m,u,4684.210526315789
subj26,f,u,5105.263157894737
subj9,m,a,4473.684210526316
subj81,m,e,4263.157894736842
subj29,m,i,4263.157894736842
subj50,f,i,5315.78947368421
subj52,m,a,5526.315789473684
subj39,f,i,4894.736842105263
subj81,m,u,3210.5263157894738
subj19,f,u,5315.78947368421
subj23,f,e,5105.263157894737
subj73,m,u,5315.78947368421
subj32,f,o,5736.842105263158
subj77,m,e,5736.842105263158
subj43,f,i,7000.0
subj76,m,a,5315.78947368421
subj71,m,u,4894.736842105263
subj37,f,u,3631.578947368421
subj48,f,o,5736.842105263158
subj69,m,o,4894.736842105263
subj26,f,o,5526.315789473684
subj37,f,a,5736.842105263158
subj9,m,i,4684.210526315789
subj29,m,u,3842.1052631578946
subj48,f,u,5526.315789473684
subj35,f,a,5947.368421052632
subj33,f,i,5315.78947368421
subj57,m,u,3000.0
subj43,f,i,6789.473684210527
subj53,m,e,5526.315789473684
subj79,m,u,4473.684210526316
subj61,m,a,5315.78947368421
subj25,f,u,5315.78947368421
subj42,f,o,5105.263157894737
subj42,f,a,4684.210526315789
subj11,m,i,5526.315789473684
subj19,f,o,5526.315789473684
subj43,f,e,6789.473684210527
subj22,f,o,5736.842105263158
subj28,f,u,5105.263157894737
subj77,m,a,5105.263157894737
subj30,f,u,4894.736842105263
subj66,m,u,4263.157894736842
subj4,f,i,5947.368421052632
subj59,m,o,4052.6315789473683
subj37,f,u,3631.578947368421
subj63,m,a,4263.157894736842
subj11,m,a,5105.263157894737
subj49,f,i,4684.210526315789
subj13,f,o,5105.263157894737
subj48,f,u,5315.78947368421
subj66,m,o,6789.473684210527
subj44,f,o,4894.736842105263
subj20,m,u,4473.684210526316
subj1,m,o,5736.842105263158
subj9,m,o,4684.210526315789
subj44,f,o,5947.368421052632
subj6,f,a,4894.736842105263
subj68,m,i,6789.473684210527
subj21,f,o,5526.315789473684
subj64,m,i,6368.421052631578
subj44,f,u,5526.315789473684
subj36,f,u,5526.315789473684
subj71,m,i,4052.6315789473683
subj80,m,o,4894.736842105263
subj21,f,u,5315.78947368421
subj68,m,i,6578.9473684210525
subj4,f,u,3842.1052631578946
subj56,m,e,4052.6315789473683
subj18,f,a,7000.0
subj14,m,i,7000.0
subj17,f,o,5315.78947368421
subj33,f,e,5315.78947368421
subj58,m,u,4473.684210526316
subj77,m,o,5105.263157894737
subj66,m,u,4684.210526315789
subj51,f,o,4894.736842105263
subj40,f,a,5526.315789473684
subj68,m,a,4684.210526315789
subj7,f,o,5526.315789473684
subj66,m,o,3631.578947368421
subj81,m,a,4263.157894736842
subj49,f,e,4684.210526315789
subj6,f,a,6157.894736842105
subj65,m,u,5947.368421052632
subj80,m,i,6157.894736842105
subj13,f,e,5736.842105263158
subj2,f,e,5315.78947368421
subj30,f,e,5105.263157894737
subj14,m,i,4473.684210526316
subj72,m,i,4894.736842105263
subj48,f,u,5315.78947368421
subj68,m,u,4052.6315789473683
subj36,f,e,6368.421052631578
subj44,f,a,6157.894736842105
subj14,m,i,4263.157894736842
subj47,f,i,5526.315789473684
subj25,f,e,5315.78947368421
subj43,f,u,5315.78947368421
subj81,m,u,4473.684210526316
subj73,m,e,4052.6315789473683
subj25,f,i,4473.684210526316
subj20,m,e,5105.263157894737
subj71,m,o,3631.578947368421
subj29,m,a,5315.78947368421
subj67,m,u,4263.157894736842
subj42,f,u,5105.263157894737
subj6,f,i,7000.0
subj3,m,a,4684.210526315789
subj5,f,u,3631.578947368421
subj51,f,u,5315.78947368421
subj72,m,o,4473.684210526316
subj62,m,e,4684.210526315789
subj14,m,e,4894.736842105263
subj73,m,u,4052.6315789473683
subj63,m,a,5105.263157894737
subj29,m,e,5315.78947368421
subj15,m,a,4894.736842105263
subj32,f,e,5736.842105263158
subj56,m,e,4263.157894736842
subj58,m,i,6157.894736842105
subj72,m,a,5105.263157894737
subj56,m,e,4473.684210526316
subj75,m,a,3631.578947368421
subj1,m,u,4684.210526315789
subj59,m,i,4263.157894736842
subj5,f,u,4263.157894736842
subj29,m,i,5105.263157894737
subj77,m,e,5947.368421052632
subj14,m,a,5526.315789473684
subj81,m,o,3631.578947368421
subj69,m,o,4052.6315789473683
subj11,m,i,4684.210526315789
subj40,f,a,6368.421052631578
subj57,m,i,5105.263157894737
subj40,f,a,6157.894736842105
subj42,f,e,5105.263157894737
subj16,f,o,4684.210526315789
subj70,m,u,4263.157894736842
subj5,f,a,4894.736842105263
subj5,f,a,5526.315789473684
subj78,m,o,5315.78947368421
subj45,f,i,5736.842105263158
subj60,m,u,3000.0
subj70,m,o,4684.210526315789
subj51,f,o,4894.736842105263
subj48,f,e,6578.9473684210525
subj31,m,i,4263.157894736842
subj34,f,o,5526.315789473684
subj37,f,e,5105.263157894737
subj22,f,a,5315.78947368421
subj50,f,e,6578.9473684210525
subj15,m,u,4263.157894736842
subj44,f,e,6789.473684210527
subj15,m,o,4684.210526315789
subj5,f,a,3631.578947368421
subj8,f,e,6368.421052631578
subj28,f,e,5105.263157894737
subj81,m,i,4473.684210526316
subj62,m,o,4263.157894736842
subj10,f,a,6157.894736842105
subj49,f,u,4473.684210526316
subj34,f,u,5526.315789473684
subj45,f,e,6157.894736842105
subj56,m,o,4052.6315789473683
subj31,m,i,5315.78947368421
subj78,m,u,4894.736842105263
subj59,m,e,4263.157894736842
subj46,f,a,6157.894736842105
subj16,f,i,6157.894736842105
subj10,f,a,5315.78947368421
subj62,m,u,5105.263157894737
subj38,f,u,5315.78947368421
subj2,f,a,5105.263157894737
subj2,f,a,5105.263157894737
subj50,f,e,4263.157894736842
subj62,m,o,4263.157894736842
subj69,m,o,4263.157894736842
subj51,f,u,5736.842105263158
subj45,f,u,4894.736842105263
subj15,m,i,4052.6315789473683
subj75,m,i,4894.736842105263
subj70,m,i,3000.0
subj81,m,a,3842.1052631578946
subj23,f,i,6578.9473684210525
subj57,m,i,5315.78947368421
subj61,m,e,4684.210526315789
subj42,f,o,5526.315789473684
subj15,m,u,4894.736842105263
subj9,m,e,4473.684210526316
subj81,m,i,4473.684210526316
subj61,m,i,5105.263157894737
subj64,m,u,3631.578947368421
subj54,m,o,4684.210526315789
subj46,f,a,6368.421052631578
subj5,f,i,6157.894736842105
subj39,f,a,6157.894736842105
subj13,f,o,5526.315789473684
subj13,f,e,6789.473684210527
subj73,m,u,4263.157894736842
subj35,f,o,5526.315789473684
subj53,m,o,4894.736842105263
subj24,m,o,5315.78947368421
subj62,m,a,4263.157894736842
subj15,m,i,5315.78947368421
subj47,f,i,3000.0
subj35,f,e,6157.894736842105
subj4,f,u,6368.421052631578
subj36,f,o,5526.315789473684
subj20,m,o,3842.1052631578946
subj46,f,o,5105.263157894737
subj43,f,i,6789.473684210527
subj68,m,u,4894.736842105263
subj29,m,o,4684.210526315789
subj37,f,i,4684.210526315789
subj80,m,a,5315.78947368421
subj78,m,u,4473.684210526316
subj18,f,e,5315.78947368421
subj56,m,i,5736.842105263158
subj73,m,o,4684.210526315789
subj11,m,i,5947.368421052632
subj40,f,u,4894.736842105263
subj71,m,a,5315.78947368421
subj59,m,a,4052.6315789473683
subj20,m,a,5526.315789473684
subj59,m,e,5105.263157894737
subj20,m,u,7000.0
subj17,f,o,6578.9473684210525
subj63,m,a,4052.6315789473683
subj8,f,u,5315.78947368421
subj3,m,o,4684.210526315789
subj56,m,a,5315.78947368421
subj2,f,a,5315.78947368421
subj38,f,e,6789.473684210527
subj19,f,i,6157.894736842105
subj58,m,e,4263.157894736842
subj48,f,u,5526.315789473684
subj41,f,a,5947.368421052632
subj30,f,u,5526.315789473684
subj29,m,u,5105.263157894737
subj28,f,e,5736.842105263158
subj35,f,a,6368.421052631578
subj43,f,a,6578.9473684210525
subj56,m,o,4052.6315789473683
subj62,m,a,4473.684210526316
subj38,f,e,5947.368421052632
subj18,f,u,5105.263157894737
subj11,m,o,4052.6315789473683
subj3,m,i,4684.210526315789
subj7,f,o,5526.315789473684
subj73,m,o,4052.6315789473683
subj74,m,a,5315.78947368421
subj22,f,u,5736.842105263158
subj6,f,u,5526.315789473684
subj43,f,e,6578.9473684210525
subj80,m,u,5105.263157894737
subj56,m,i,4894.736842105263
subj68,m,u,5105.263157894737
subj32,f,a,5526.315789473684
subj49,f,e,6368.421052631578
subj70,m,e,4052.6315789473683
subj51,f,u,4894.736842105263
subj27,f,e,6157.894736842105
subj2,f,o,5105.263157894737
subj70,m,o,4052.6315789473683
subj44,f,u,5947.368421052632
subj56,m,a,4263.157894736842
subj73,m,i,4684.210526315789
subj79,m,e,4473.684210526316
subj11,m,e,4473.684210526316
subj23,f,e,6157.894736842105
subj53,m,e,4263.157894736842
subj75,m,u,4684.210526315789
subj39,f,a,5526.315789473684
subj69,m,o,4684.210526315789
subj27,f,a,6368.421052631578
subj38,f,a,5947.368421052632
subj56,m,a,5315.78947368421
subj14,m,u,4684.210526315789
subj18,f,u,4473.684210526316
subj22,f,o,5105.263157894737
subj13,f,i,5526.315789473684
subj59,m,i,5736.842105263158
subj42,f,a,5105.263157894737
subj60,m,e,4052.6315789473683
subj42,f,a,4684.210526315789
subj59,m,u,3210.5263157894738
subj3,m,u,3842.1052631578946
subj11,m,u,4473.684210526316
subj78,m,o,5315.78947368421
subj6,f,e,5105.263157894737
subj10,f,o,5526.315789473684
subj76,m,i,4473.684210526316
subj10,f,a,5105.263157894737
subj46,f,a,6368.421052631578
subj55,m,e,4263.157894736842
subj15,m,a,5105.263157894737
subj23,f,u,5526.315789473684
subj80,m,a,5105.263157894737
subj37,f,a,6789.473684210527
subj10,f,a,5526.315789473684
subj6,f,a,5315.78947368421
subj80,m,u,4052.6315789473683
subj76,m,o,3842.1052631578946
subj41,f,i,5105.263157894737
subj60,m,e,4894.736842105263
subj12,f,o,5315.78947368421
subj2,f,u,5315.78947368421
subj18,f,o,4473.684210526316
subj34,f,u,5526.315789473684
subj53,m,i,5736.842105263158
subj52,m,e,5526.315789473684
subj64,m,i,5947.368421052632
subj61,m,o,4684.210526315789
subj28,f,e,4894.736842105263
subj7,f,u,4684.210526315789
subj31,m,u,4263.157894736842
subj38,f,i,6368.421052631578
subj56,m,a,5105.263157894737
subj41,f,u,5315.78947368421
subj78,m,o,5315.78947368421
subj38,f,u,5526.315789473684
subj43,f,i,7000.0
subj34,f,e,5315.78947368421
subj71,m,o,3631.578947368421
subj40,f,e,5315.78947368421
subj14,m,e,4052.6315789473683
subj15,m,a,5526.315789473684
subj35,f,i,6157.894736842105
subj14,m,a,4894.736842105263
subj26,f,u,5315.78947368421
subj46,f,a,6578.9473684210525
subj11,m,e,3631.578947368421
subj16,f,u,5526.315789473684
subj14,m,e,4894.736842105263
subj23,f,o,5736.842105263158
subj12,f,a,4473.684210526316
subj63,m,i,4894.736842105263
subj58,m,a,4263.157894736842
subj72,m,a,4894.736842105263
subj60,m,i,4894.736842105263
subj63,m,o,4052.6315789473683
subj64,m,a,4684.210526315789
subj9,m,i,5315.78947368421
subj48,f,o,5526.315789473684
subj76,m,o,3842.1052631578946
subj28,f,a,3000.0
subj50,f,o,5315.78947368421
subj54,m,e,5947.368421052632
subj53,m,u,4684.210526315789
subj39,f,u,3842.1052631578946
subj68,m,e,5315.78947368421
subj26,f,e,6157.894736842105
subj67,m,o,4052.6315789473683
subj74,m,u,4894.736842105263
